id_processo,numero_processo,polo_ativo,polo_passivo,tipo_processo,area_juridica,valor_causa,custo_total,honorarios_advogado,provisao_risco,fase_atual,status_processo,data_abertura,data_ultima_movimentacao,data_encerramento,tempo_tramitacao_dias,decisao_final,responsavel,escritorio_responsavel,tribunal_responsavel,comarca,instancia,uf_processo,descricao_processo,movimentacoes
1058,12700-35.2002.5.86.9119,Pacheco e Filhos,Martins,Recuperação Judicial,Direito Empresarial,361862.01,47733.36,0.0,150563.05,Petição Inicial,Ativo,2021-10-16,2025-04-27,,,,André Teixeira,Azevedo Advogados,TRF4,Rio de Janeiro,1ª Instância,PA,Optio laudantium id quidem odio. Expedita nihil exercitationem ipsa aperiam.,"['2021-11-14: Eaque quos consectetur quisquam labore ratione aliquam praesentium velit aliquam.', '2021-12-24: Tenetur repellat sit recusandae architecto magni.', '2022-01-23: Quia quasi rerum dolor perspiciatis doloribus consequatur.', '2022-03-09: Laboriosam vero dolore dolores quod deserunt.', '2022-05-06: Eos ullam voluptatem voluptatibus laudantium sapiente exercitationem repudiandae.']"
1059,58023-42.2019.5.18.1775,Silveira,João Lucas Ferreira,Falência,Direito Tributário,755265.54,112816.89,136995.59,555821.6,Suspenso,Ativo,2022-09-01,2025-03-04,,,,Mateus da Mota,Rodrigues Duarte S/A Advogados,TJRJ,Campinas,STJ,PA,Neque eligendi ut praesentium voluptate delectus veritatis.,"['2022-11-26: Numquam tempora omnis facilis a a quia.', '2023-02-23: Commodi mollitia fugit in similique accusantium.', '2023-05-19: Corrupti itaque ab porro odit enim.', '2023-08-05: Consequuntur possimus pariatur quae repudiandae corrupti numquam quod.', '2023-10-29: Velit optio eos sapiente assumenda id consectetur minus itaque doloribus.', '2024-01-10: Temporibus qui atque adipisci eveniet consequuntur vitae.', '2024-03-27: Minus vel numquam porro nobis.', '2024-06-04: Alias labore laboriosam ducimus vel mollitia ullam.', '2024-08-18: Exercitationem perferendis aperiam quod eum ipsa repudiandae hic blanditiis doloremque non.', '2024-10-28: Ratione libero velit libero eum illo.', '2024-12-29: Harum ab maxime repudiandae porro minima corrupti.', '2025-01-21: Aut tempore ex quisquam nobis nulla eius sequi.', '2025-03-04: Id repellendus facilis iste facilis.']"
1060,75549-61.2019.2.17.4491,Hellena Cavalcanti,Emanuella Pimenta,Monitória,Direito Penal,278457.26,21362.46,34041.18,98926.98,Arquivado,Arquivado,2020-11-03,2024-06-17,2023-12-12,1134.0,Improcedente,Bernardo Aparecida,Andrade Dias - ME Advogados,STF,Ribeirão Preto,2ª Instância,AL,In impedit alias. Eveniet praesentium dignissimos occaecati laudantium.,"['2020-12-16: Fuga earum pariatur facilis ratione corrupti.', '2021-02-04: Iste modi repellat porro minima praesentium.', '2021-03-05: Velit sed quasi voluptate veritatis veritatis porro beatae esse neque.', '2021-05-27: Et error veniam voluptate deserunt voluptatem consequatur.', '2021-08-21: Autem vitae beatae itaque expedita temporibus.', '2021-09-08: Fuga consequatur suscipit illo saepe aut corrupti.', '2021-11-25: Neque voluptate ad nihil repellat.', '2022-02-22: Odit ipsum velit debitis tempora.', '2022-04-29: Magnam neque temporibus et eum natus vel.', '2022-06-22: Doloremque harum dolore vel recusandae possimus.', '2022-07-12: Ut fuga unde fugit ab.', '2022-08-27: Reiciendis ab delectus perferendis at necessitatibus nisi id.', '2022-09-24: Magnam ullam porro fugiat harum voluptates debitis.', '2022-11-22: Reprehenderit consectetur minima libero corporis consequuntur natus beatae cum possimus.', '2023-02-07: Provident voluptatum sunt maxime veniam error fugiat.', '2023-04-03: Ut perspiciatis amet omnis voluptatum veritatis recusandae sed.', '2023-06-22: Tempora nobis dolore iste quidem suscipit ullam dolorum voluptatibus.', '2023-08-18: Deserunt ratione deleniti qui deserunt.', '2023-09-26: Asperiores aut itaque fuga iure qui consectetur architecto dolore alias.']"
1061,84544-13.2024.6.31.7411,Silveira,Pastor - EI,Execução,Direito Ambiental,183517.57,3920.12,18412.78,0.0,Encerrado,Encerrado,2022-01-10,2024-07-17,2025-03-02,1147.0,Extinto com Resolução de Mérito,Pietro Pastor,Azevedo Advogados,TJMG,Vitória,2ª Instância,RJ,Ea laboriosam rem odit adipisci dicta quibusdam.,"['2022-01-26: Corrupti sunt est similique ipsam illo culpa quidem eum similique.', '2022-02-27: Tempore temporibus deserunt accusantium distinctio assumenda dolorem veniam neque.', '2022-03-20: Occaecati ad autem nemo dolorum quos.', '2022-06-02: Neque fugiat itaque enim minus officia maxime repellat tempore.', '2022-06-26: Placeat totam reprehenderit id quae cupiditate velit accusamus.', '2022-08-25: Expedita odit corrupti cupiditate magni blanditiis.', '2022-10-04: Vitae corporis quod nihil repudiandae quae dolores.', '2022-12-16: Ipsam recusandae commodi laborum praesentium cumque quaerat.', '2023-03-12: Quod placeat corporis dicta quis deserunt autem fugit laboriosam.', '2023-05-01: Quidem quidem illo neque quisquam cumque aperiam ab eaque.', '2023-06-08: Enim atque doloribus natus sed repellat possimus possimus.', '2023-06-30: Inventore porro consequatur ad nisi neque sunt.', '2023-08-28: Officiis illo magnam voluptatum debitis.', '2023-10-27: Aspernatur qui accusamus porro ullam hic quos mollitia.', '2023-12-25: Ipsum dolorem quisquam iure fuga.', '2024-02-21: Occaecati aliquid aspernatur minus explicabo mollitia culpa.', '2024-04-04: Vel quod voluptatem maiores vero commodi.', '2024-05-29: Ratione repudiandae deleniti praesentium quos.', '2024-07-17: Temporibus ratione dolores vitae explicabo dolore tempore.']"
1062,47016-97.1992.8.98.9456,Mendonça Câmara Ltda.,Evelyn Silva,Revisão Contratual,Direito de Família,972075.94,89717.22,0.0,795148.75,Encerrado,Encerrado,2022-08-27,2024-09-24,2025-05-31,1008.0,Procedente,Julia Aparecida,Casa Grande Advogados,TRT1,Goiânia,TST,PR,Sint facere consequuntur quo impedit quod explicabo eum.,"['2022-11-08: Quod inventore iste cumque pariatur tempora modi.', '2022-12-10: Minus nemo aut vel aut suscipit molestiae nobis asperiores voluptatibus.', '2022-12-26: Necessitatibus esse odit perferendis ut consequuntur accusantium dicta.', '2023-02-14: Rem quaerat accusantium nesciunt doloribus fuga optio maxime facere doloremque.', '2023-03-03: Officiis voluptatibus ratione saepe odio mollitia consequuntur eligendi quasi.', '2023-04-26: Nobis quisquam dolor delectus rerum debitis aliquam pariatur atque commodi.']"
1063,74813-97.1994.2.23.5834,Sr. Pedro Cardoso,Novaes,Recuperação Judicial,Direito do Consumidor,95683.58,12848.51,0.0,0.0,Arquivado,Arquivado,2024-10-31,2025-06-04,2025-05-19,200.0,Improcedente,Eduardo Cunha,Casa Grande Advogados,TRT2,Florianópolis,1ª Instância,GO,Aspernatur similique cupiditate qui facilis dolore. Et quae eos omnis error.,"['2024-12-17: Perspiciatis laudantium nisi quas architecto unde repudiandae iste dignissimos.', '2025-02-04: Aspernatur voluptas totam neque cupiditate odit.', '2025-03-10: Explicabo et totam culpa quidem suscipit neque maxime dolores.', '2025-05-19: Et a hic ipsa id nulla nulla ratione.', '2025-06-04: Aspernatur dignissimos quos repellat nemo.', '2025-06-04: Maiores placeat minus delectus cum itaque.', '2025-06-04: Quos ut totam dicta quisquam aliquam explicabo.', '2025-06-04: Assumenda nobis dolorum temporibus temporibus nesciunt blanditiis neque.', '2025-06-04: Provident ratione adipisci quisquam voluptatum iusto.', '2025-06-04: Dignissimos rem dolore sint earum consequuntur perferendis laudantium nihil.', '2025-06-04: Placeat consectetur repellat accusamus eius saepe officiis.', '2025-06-04: Sequi reiciendis expedita corporis molestias distinctio delectus.', '2025-06-04: Necessitatibus possimus molestiae voluptas rem praesentium saepe dolorum.', '2025-06-04: Unde molestias natus recusandae accusamus explicabo consequuntur ipsa provident.', '2025-06-04: Aspernatur officia ex quasi quae unde ullam.', '2025-06-04: Consectetur tenetur voluptates deserunt sequi nisi impedit sed.', '2025-06-04: Eos eum eaque voluptatem tempora.', '2025-06-04: Consectetur eius doloribus omnis vel.']"
1064,75808-59.2019.1.30.4968,Isabela da Mota,Thiago da Luz,Inventário,Direito Civil,245029.67,13014.53,32988.08,218934.52,Arquivado,Arquivado,2024-09-14,2025-06-04,2025-05-06,234.0,Extinto sem Resolução de Mérito,Maria Clara Castro,Azevedo Advogados,TJPR,Porto Alegre,1ª Instância,PB,Dolores hic suscipit soluta. Aliquam explicabo aperiam impedit quo amet.,"['2024-10-06: Consectetur fugiat possimus facere ab recusandae.', '2024-11-23: Id velit soluta quibusdam unde similique earum sunt sit.', '2025-01-06: Consequuntur quis labore aperiam consectetur incidunt nostrum.', '2025-03-27: Doloremque sapiente perspiciatis recusandae aliquid ut suscipit possimus reiciendis dolore.', '2025-04-23: Quae doloremque fugit eum consequatur ullam delectus id at.', '2025-06-04: Cupiditate iusto sit aut perspiciatis porro quos tempore soluta possimus.', '2025-06-04: Eligendi asperiores asperiores reprehenderit culpa.', '2025-06-04: Commodi quaerat est incidunt molestiae dolorum saepe facere commodi qui.', '2025-06-04: Iusto itaque tempore deserunt quaerat hic earum.', '2025-06-04: Quae eius perspiciatis sit qui quae vero a quisquam.', '2025-06-04: Odio inventore suscipit quae occaecati.']"
1065,44225-51.2000.5.60.1365,Nunes S.A.,Novaes,Monitória,Direito do Trabalho,768036.0,38691.91,51264.54,296322.49,Arquivado,Arquivado,2022-12-03,2024-05-09,2025-05-23,902.0,Improcedente,Mateus da Mota,Andrade Dias - ME Advogados,TRF1,Rio de Janeiro,TST,PA,Dolor necessitatibus perspiciatis aliquam aliquid.,"['2023-01-08: Harum et recusandae debitis dignissimos fuga voluptatem.', '2023-03-23: Corporis repellendus voluptatem nihil provident.', '2023-05-24: Vero eum nihil illum corrupti repellat.', '2023-06-18: Nesciunt excepturi ullam qui saepe commodi corporis consequuntur architecto doloremque.', '2023-09-01: Esse minima aliquid quia illo eius nam.', '2023-09-23: Error consequatur voluptates sapiente earum.', '2023-10-10: Doloremque eius fugit atque nostrum asperiores consectetur.', '2023-11-25: Officia quo asperiores optio necessitatibus reprehenderit est pariatur voluptate asperiores a.']"
1066,45550-30.2019.5.26.3532,Danilo Caldeira,Alexandre Farias,Falência,Direito Previdenciário,380562.58,20599.22,0.0,100622.22,Alegações Finais,Ativo,2024-12-03,2025-02-08,,,,Sra. Zoe Campos,Azevedo Advogados,TJSP,Goiânia,STJ,DF,Neque nostrum maxime quibusdam vero ullam. Incidunt maiores ullam beatae.,"['2024-12-26: Recusandae reprehenderit dolor blanditiis esse maiores nemo amet nemo.', '2025-01-24: Pariatur beatae eligendi illo sapiente porro eos assumenda nihil.']"
1067,87577-03.1998.1.49.1189,Pedro Henrique Ferreira,Carolina Cardoso,Cautelar,Direito de Família,871272.11,30246.27,0.0,201403.39,Arquivado,Arquivado,2023-03-24,2025-01-22,2025-05-05,773.0,Recurso Provido,Bruno da Conceição,Souza Novais - EI Advogados,TJMG,São Paulo,1ª Instância,MS,Nobis debitis quas vel magnam aspernatur.,"['2023-05-24: At consequuntur quam expedita alias.', '2023-07-03: Fugiat tenetur ex laborum dolores facere sequi minima.', '2023-09-27: Eaque fugiat provident itaque.', '2023-11-14: Beatae nostrum tenetur porro iusto sed.', '2023-12-16: Commodi commodi ipsa cum quia inventore molestias.', '2024-02-09: Beatae minima totam voluptate voluptatum.', '2024-04-18: Quidem modi nesciunt sapiente aliquam vero quidem asperiores esse.', '2024-05-18: Velit id excepturi non alias iure error impedit.', '2024-06-17: Minima neque dicta dolorum provident est eaque.', '2024-08-23: Ut expedita esse sint deserunt numquam.', '2024-09-20: Vero eaque esse nam porro facere saepe in excepturi repellendus.', '2024-11-14: Earum adipisci possimus harum consectetur esse.']"
1068,97565-97.2009.5.95.3321,Luiz Henrique Costela,Mariah Nascimento,Monitória,Direito Penal,774205.02,102895.78,62590.42,523261.42,Suspenso,Suspenso,2024-06-04,2025-03-05,,,,Pietro Pastor,Nunes Silva Ltda. Advogados,TJSC,Porto Alegre,STF,SE,Suscipit necessitatibus veritatis sequi culpa fuga eligendi. Ex nesciunt ratione delectus.,"['2024-07-23: Illo iste quam quas similique.', '2024-10-20: Eius ratione quasi veniam ratione laborum.']"
1069,96102-39.1992.3.25.3188,Siqueira,Rios - EI,Divórcio,Direito Ambiental,207047.94,21481.81,0.0,127514.94,Alegações Finais,Ativo,2022-10-30,2025-02-06,,,,Bernardo Aparecida,Andrade Dias - ME Advogados,TJBA,Fortaleza,1ª Instância,RS,Quaerat repellat atque possimus quasi ab. Doloremque quasi perspiciatis doloremque veniam maxime.,"['2023-01-16: Illo hic unde libero laboriosam occaecati earum.', '2023-03-12: Doloribus expedita quidem qui blanditiis voluptatibus incidunt.', '2023-04-01: Occaecati perferendis accusamus voluptas sunt.', '2023-06-18: Voluptatibus quo ut itaque dolor debitis nihil perspiciatis harum praesentium.', '2023-09-06: Soluta rerum a ipsa nam.', '2023-10-02: Praesentium molestiae perspiciatis illo consequatur aliquam magnam cum.', '2023-12-30: Sed nam expedita iste enim incidunt sapiente perferendis placeat a.', '2024-03-11: Impedit delectus quam voluptate totam quo esse quas.', '2024-04-22: Magnam nihil facere ratione eos ab commodi asperiores similique.', '2024-06-22: Rem nam quisquam quos cupiditate dignissimos.', '2024-08-09: Quasi et aliquam laudantium sed recusandae aut deserunt.', '2024-09-30: Corrupti libero soluta repudiandae iste.', '2024-10-31: Tenetur dolor ex culpa neque odio.', '2024-12-30: Ab veritatis debitis non ad saepe fuga sapiente cumque.', '2025-02-06: Delectus magnam rem omnis sit tempora vero explicabo.']"
1070,46765-90.2020.8.63.8904,Juan Cunha,Pinto S/A,Falência,Direito Administrativo,34889.95,2435.29,0.0,3732.08,Encerrado,Encerrado,2022-01-10,2025-02-02,2024-06-17,889.0,Extinto sem Resolução de Mérito,Bernardo Aparecida,Rezende Monteiro - ME Advogados,TJRS,Vitória,TST,ES,Qui molestiae autem fugiat necessitatibus corrupti. Libero corrupti quam deserunt sit incidunt commodi.,"['2022-02-10: Vero tenetur magni vel quo similique aspernatur.', '2022-04-24: Impedit nesciunt itaque esse accusamus eligendi.', '2022-06-24: Voluptatem vel asperiores porro voluptates.', '2022-08-24: Adipisci esse voluptas consequuntur eveniet laboriosam earum placeat eius aperiam.', '2022-10-04: Sit voluptatum excepturi maiores facilis.', '2022-12-21: Amet fugiat doloremque ullam amet quia dicta alias.', '2023-03-05: Numquam ut ullam pariatur repellendus consequatur optio.', '2023-06-03: Eos quaerat cupiditate quaerat veritatis unde facere.', '2023-07-17: Soluta facilis sapiente dolor expedita quos veniam harum sapiente.', '2023-10-11: Ad voluptate vitae alias facere esse minima non.', '2023-12-10: Aut error minima earum eius qui eligendi.', '2024-01-31: Nulla aspernatur laboriosam fugit alias.', '2024-04-03: Similique aspernatur delectus ut a velit sapiente.', '2024-04-20: Eius itaque ipsum architecto quibusdam blanditiis.', '2024-07-18: Velit praesentium iure laborum modi.', '2024-08-14: A voluptatibus aliquam molestiae at.', '2024-09-15: Porro fuga minima sequi voluptatum officia at voluptatem quia laboriosam.', '2024-10-15: Rem eos ducimus quia ab consequatur corrupti consectetur ipsa.']"
1071,12901-32.1991.8.21.6905,Juan Cunha,Danilo Caldeira,Recuperação Judicial,Direito Empresarial,573931.17,85418.13,0.0,0.0,Encerrado,Encerrado,2022-06-13,2025-01-28,2025-05-11,1063.0,Extinto sem Resolução de Mérito,Heloísa Vargas,Rezende Monteiro - ME Advogados,TRF1,Rio de Janeiro,STF,AL,Nobis voluptatibus ut dolores.,"['2022-08-23: Quam consequuntur sint deleniti officiis incidunt repellendus voluptate.', '2022-11-18: Sunt molestiae asperiores enim porro assumenda natus debitis.', '2022-12-21: Molestias quisquam quas in corporis quisquam.', '2023-02-24: Expedita laborum delectus reprehenderit quaerat.', '2023-03-28: Earum exercitationem placeat voluptatum saepe.']"
1072,57260-85.1996.8.38.4297,Murilo Rios,Dr. Oliver Araújo,Mandado de Segurança,Direito Civil,680717.08,72806.9,67598.65,344995.87,Suspenso,Suspenso,2021-05-09,2022-09-08,,,,Amanda Novais,Rodrigues Duarte S/A Advogados,TJBA,São Paulo,2ª Instância,SC,Rem laboriosam iste doloribus fuga accusamus. Libero magni voluptatem hic consequatur velit sunt numquam.,"['2021-08-03: Ab at ipsam numquam quibusdam sed alias dicta impedit quae.', '2021-10-30: Minima voluptatibus praesentium rerum tenetur voluptas itaque illo et.', '2021-12-29: Consequatur voluptates qui iusto cupiditate aperiam aspernatur modi odit.', '2022-02-01: Delectus unde molestiae soluta officiis facere laboriosam occaecati saepe.', '2022-03-19: Amet provident reprehenderit quod quasi et atque voluptatum.', '2022-05-27: Reprehenderit quia quis ipsa suscipit laboriosam quae minima itaque.', '2022-06-22: Ab voluptates sint blanditiis quod animi.', '2022-09-08: Aperiam saepe reiciendis similique quia.']"
1073,87533-33.2016.5.44.6018,Srta. Bianca Vasconcelos,Fogaça Ltda.,Recuperação Judicial,Direito Ambiental,507566.9,13316.75,44975.06,338904.67,Suspenso,Suspenso,2024-03-27,2025-06-04,,,,Maria Clara Castro,Souza Novais - EI Advogados,TJBA,Goiânia,STF,SC,Debitis iusto tenetur ducimus accusantium ipsa.,"['2024-04-29: Eaque dolore beatae deserunt ipsum dolor.', '2024-07-09: Deserunt temporibus reprehenderit dignissimos facere enim asperiores ad.', '2024-08-06: Quas fugiat facere culpa impedit aut aliquam saepe nulla sapiente.', '2024-10-27: Ab cum consequuntur odio delectus perferendis ex eum labore tempore praesentium.', '2024-12-10: Dolorem quasi placeat enim provident.', '2025-01-10: Odit repellendus cum magnam ipsam amet quaerat fugit libero expedita.', '2025-02-12: Molestiae nisi culpa dolorum quisquam illum esse molestiae.', '2025-04-03: Accusantium pariatur occaecati neque fugiat culpa at illo tempore.', '2025-04-21: Earum sunt nobis eligendi error impedit vel dolorem quos iure.', '2025-05-26: Expedita sint dignissimos dicta deleniti a esse distinctio molestias aperiam.', '2025-06-04: Tempora dolor nesciunt consequatur commodi maxime modi.', '2025-06-04: Rem mollitia voluptate accusantium inventore possimus labore doloribus veniam.', '2025-06-04: Rerum id quasi excepturi temporibus possimus.', '2025-06-04: Illo porro a ducimus perferendis sunt ipsum culpa.']"
1074,72363-49.1996.8.53.5433,Mendonça Câmara Ltda.,Nina Moura,Falência,Direito Previdenciário,664116.24,15873.62,83382.87,574859.95,Alegações Finais,Ativo,2023-06-07,2023-11-03,,,,Pietro Pastor,Nascimento Siqueira S.A. Advogados,TJRS,Florianópolis,STF,MG,Incidunt cumque consequatur sunt natus. Eligendi esse ducimus dignissimos.,"['2023-07-08: Veritatis accusantium neque ut necessitatibus enim.', '2023-09-29: Ullam recusandae odio fugit fugiat debitis.', '2023-11-03: Iusto officiis ea ducimus labore saepe enim mollitia mollitia.']"
